# topocentric ephemeris for astrometry
# JD [TDB] & d [au] & alpha_j2000 [deg] & delta_j2000 [deg] & Besselian year [UTC] & dataset
2458362.50080072	4.49728027566471	312.523394254167	-27.743553658333	2018.666974	-
2458363.50080072	4.50491315328738	312.417624304167	-27.751956927778	2018.669712	-
2458364.50080072	4.51280168748812	312.313923787500	-27.759329086111	2018.672450	-
2458365.50080072	4.52095031179641	312.212454233333	-27.765562955556	2018.675188	-
2458366.50080072	4.52935532882140	312.113416025000	-27.770542986111	2018.677926	-
2458367.50080072	4.53800551849774	312.017002050000	-27.774207033333	2018.680663	-
2458368.50080072	4.54688614926552	311.923353679167	-27.776583600000	2018.683401	-
2458369.50080072	4.55598426591651	311.832532583333	-27.777783088889	2018.686139	-
2458370.50080072	4.56529266662994	311.744517600000	-27.777946194444	2018.688877	-
2458371.50080072	4.57481082396907	311.659231183333	-27.777174791667	2018.691615	-
2458372.50080072	4.58454262298721	311.576589600000	-27.775481316667	2018.694353	-
2458373.50080072	4.59449246616820	311.496559245833	-27.772782438889	2018.697091	-
2458374.50080072	4.60466180326347	311.419197420833	-27.768939997222	2018.699829	-
2458375.50080072	4.61504749479876	311.344657000000	-27.763830561111	2018.702567	-
2458376.50080072	4.62564237475574	311.273145970833	-27.757409755556	2018.705305	-
2458377.50080072	4.63643720406357	311.204857812500	-27.749738150000	2018.708043	-
2458378.50080072	4.64742267991932	311.139902245833	-27.740956602778	2018.710780	-
2458379.50080072	4.65859069327798	311.078270487500	-27.731222813889	2018.713518	-
2458380.50080072	4.66993477370095	311.019852970833	-27.720640227778	2018.716256	-
2458381.50080072	4.68145020569541	310.964501591667	-27.709213966667	2018.718994	-
2458382.50080072	4.69313427808593	310.912107041667	-27.696853452778	2018.721732	-
2458383.50080072	4.70498652915447	310.862657137500	-27.683420275000	2018.724470	-
2458384.50080072	4.71700830224757	310.816249412500	-27.668799547222	2018.727208	-
2458385.50080072	4.72920115070736	310.773053341667	-27.652959352778	2018.729946	-
2458386.50080072	4.74156435850925	310.733243279167	-27.635969330556	2018.732684	-
2458387.50080072	4.75409269591632	310.696933704167	-27.617969722222	2018.735422	-
2458388.50080072	4.76677590102031	310.664144829167	-27.599106572222	2018.738160	-
2458389.50080072	4.77960065597318	310.634809195833	-27.579466361111	2018.740897	-
2458390.50080072	4.79255450132267	310.608809787500	-27.559041894444	2018.743635	-
2458391.50080072	4.80563001628803	310.586030912500	-27.537744358333	2018.746373	-
2458392.50080072	4.81882706801254	310.566403662500	-27.515455288889	2018.749111	-
2458393.50080072	4.83215160791282	310.549931162500	-27.492091244444	2018.751849	-
