# JD & mag & sigma & dataset
2446324.576500     3.677000     0.012000 1
2446324.607100     3.672000     0.012000 1
2446324.640400     3.656000     0.012000 1
2454116.249300     3.657000     0.012000 1
2454116.253700     3.673000     0.012000 1
2454116.259400     3.669000     0.012000 1
2454116.263300     3.650000     0.012000 1
2454116.266800     3.671000     0.012000 1
2454116.270400     3.653000     0.012000 1
2454116.274200     3.663000     0.012000 1
2454116.276700     3.671000     0.012000 1
2454116.293500     3.661000     0.012000 1
2454116.297400     3.661000     0.012000 1
2454116.299900     3.661000     0.012000 1
2454116.359500     3.704000     0.012000 1
2454116.360900     3.710000     0.012000 1
2454116.366200     3.703000     0.012000 1
2454116.369800     3.704000     0.012000 1
2454116.373400     3.707000     0.012000 1
2454116.377200     3.711000     0.012000 1
2454116.409200     3.733000     0.012000 1
2454116.413500     3.740000     0.012000 1
2454116.417200     3.739000     0.012000 1
2454116.420800     3.733000     0.012000 1
2454116.423300     3.746000     0.012000 1
2454128.312000     3.658000     0.012000 1
2454128.317200     3.660000     0.012000 1
2454128.322700     3.671000     0.012000 1
2454131.321800     3.673000     0.012000 1
2454131.326300     3.663000     0.012000 1
2454131.329200     3.664000     0.012000 1
2454132.324400     3.661000     0.012000 1
2454132.329900     3.660000     0.012000 1
2454132.334500     3.651000     0.012000 1
2454134.277800     3.724000     0.012000 1
2454134.281900     3.746000     0.012000 1
2454134.284900     3.726000     0.012000 1
2454134.310700     3.732000     0.012000 1
2454134.315100     3.747000     0.012000 1
2454134.318000     3.751000     0.012000 1
2454134.355100     3.715000     0.012000 1
2454134.359400     3.713000     0.012000 1
2454134.362400     3.715000     0.012000 1
2454134.398100     3.701000     0.012000 1
2454134.399300     3.687000     0.012000 1
2454468.336400     3.663000     0.012000 1
2454468.341500     3.653000     0.012000 1
2454468.344200     3.662000     0.012000 1
2454474.336500     3.665000     0.012000 1
2454474.340400     3.655000     0.012000 1
2454474.344300     3.660000     0.012000 1
2454492.291300     3.656000     0.012000 1
2454492.295300     3.664000     0.012000 1
2454492.296400     3.661000     0.012000 1
2454492.299200     3.677000     0.012000 1
2454720.560500     3.652000     0.012000 1
2454720.564400     3.656000     0.012000 1
2454720.567000     3.652000     0.012000 1
2454862.308900     3.643000     0.012000 1
2454862.312700     3.638000     0.012000 1
2454862.315200     3.655000     0.012000 1
2455545.355700     3.625000     0.012000 1
2455545.359300     3.632000     0.012000 1
2455545.361800     3.620000     0.012000 1
2455569.309400     3.669000     0.010000 2
2455569.316500     3.686000     0.010000 2
2455569.322800     3.668000     0.010000 2
2455570.303800     3.666000     0.010000 2
2455570.310500     3.657000     0.010000 2
2455570.316700     3.666000     0.010000 2
2455573.301000     3.678000     0.010000 2
2455573.307100     3.676000     0.010000 2
2455573.313300     3.678000     0.010000 2
2455574.246400     3.652000     0.012000 1
2455574.250000     3.653000     0.012000 1
2455574.252800     3.659000     0.012000 1
2455574.276700     3.678000     0.012000 1
2455574.280800     3.685000     0.012000 1
2455574.283300     3.688000     0.012000 1
2455574.292700     3.700000     0.012000 1
2455574.296300     3.701000     0.012000 1
2455574.300000     3.702000     0.012000 1
2455574.302700     3.757000     0.010000 2
2455574.303700     3.711000     0.012000 1
2455574.307200     3.704000     0.012000 1
2455574.309400     3.762000     0.010000 2
2455574.310800     3.711000     0.012000 1
2455574.314600     3.712000     0.012000 1
2455574.315300     3.759000     0.010000 2
2455574.318300     3.720000     0.012000 1
2455574.321000     3.764000     0.010000 2
2455574.322300     3.712000     0.012000 1
2455574.327600     3.721000     0.012000 1
2455574.331400     3.709000     0.012000 1
2455574.335300     3.720000     0.012000 1
2455574.339000     3.711000     0.012000 1
2455574.342700     3.723000     0.012000 1
2455574.346700     3.720000     0.012000 1
2455574.357600     3.721000     0.012000 1
2455574.360200     3.724000     0.012000 1
2455574.363900     3.708000     0.012000 1
2455574.367500     3.707000     0.012000 1
2455574.370000     3.708000     0.012000 1
2455574.373700     3.688000     0.012000 1
2455574.380700     3.699000     0.012000 1
2455574.383000     3.756000     0.010000 2
2455574.388800     3.715000     0.010000 2
2455574.389000     3.696000     0.012000 1
2455574.391400     3.693000     0.012000 1
2455574.395100     3.685000     0.012000 1
2455574.398800     3.683000     0.012000 1
2455574.403100     3.681000     0.012000 1
2455574.407300     3.675000     0.012000 1
2455574.411600     3.675000     0.012000 1
2455574.415700     3.657000     0.012000 1
2455574.419800     3.663000     0.012000 1
2455574.423600     3.666000     0.012000 1
2455574.426400     3.665000     0.012000 1
2455575.313400     3.671000     0.010000 2
2455575.321800     3.676000     0.010000 2
2455576.303300     3.673000     0.010000 2
2455576.309100     3.673000     0.010000 2
2455576.315000     3.680000     0.010000 2
2455577.302300     3.652000     0.010000 2
2455577.308100     3.657000     0.010000 2
2455577.314000     3.664000     0.010000 2
2455578.321700     3.630000     0.012000 1
2455578.325500     3.632000     0.012000 1
2455578.327900     3.627000     0.012000 1
2455579.344400     3.664000     0.010000 2
2455579.351500     3.668000     0.010000 2
2455579.358400     3.671000     0.010000 2
2455586.301700     3.632000     0.012000 1
2455586.305500     3.618000     0.012000 1
2455586.307900     3.625000     0.012000 1
2455594.314200     3.646000     0.012000 1
2455594.317800     3.635000     0.012000 1
2455594.320300     3.639000     0.012000 1
2455596.308900     3.629000     0.012000 1
2455596.313100     3.636000     0.012000 1
2455596.317200     3.627000     0.012000 1
2455597.261700     3.641000     0.012000 1
2455597.265500     3.640000     0.012000 1
2455597.268000     3.642000     0.012000 1
2455599.246700     3.655000     0.012000 1
2455599.250800     3.647000     0.012000 1
2455599.254400     3.651000     0.012000 1
2455599.258200     3.662000     0.012000 1
2455599.261800     3.660000     0.012000 1
2455599.265400     3.654000     0.012000 1
2455599.269300     3.669000     0.012000 1
2455599.272800     3.656000     0.012000 1
2455599.276700     3.668000     0.012000 1
2455599.280700     3.678000     0.012000 1
2455599.284300     3.666000     0.012000 1
2455599.287800     3.669000     0.012000 1
2455599.296600     3.666000     0.012000 1
2455599.300300     3.674000     0.012000 1
2455599.305900     3.687000     0.012000 1
2455599.311000     3.674000     0.012000 1
2455599.314700     3.685000     0.012000 1
2455599.318400     3.710000     0.012000 1
2455599.326100     3.715000     0.012000 1
2455599.331100     3.734000     0.012000 1
2455599.333600     3.719000     0.012000 1
2455645.259100     3.666000     0.012000 1
2455645.261800     3.658000     0.012000 1
2455785.576100     3.637000     0.012000 1
2455785.583100     3.621000     0.012000 1
2455785.591300     3.633000     0.012000 1
2455785.599900     3.655000     0.012000 1
2455785.605700     3.647000     0.012000 1
2455785.613800     3.642000     0.012000 1
2455785.619500     3.636000     0.012000 1
2455785.623000     3.649000     0.012000 1
2455789.590300     3.645000     0.012000 1
2455789.595900     3.642000     0.012000 1
2455789.602600     3.640000     0.012000 1
2455789.607600     3.637000     0.012000 1
2455789.610700     3.633000     0.012000 1
2455790.602100     3.653000     0.012000 1
2455790.607400     3.642000     0.012000 1
2455790.612900     3.641000     0.012000 1
2455790.616300     3.653000     0.012000 1
2455791.589000     3.655000     0.012000 1
2455791.593800     3.655000     0.012000 1
2455791.597300     3.657000     0.012000 1
2455793.607200     3.650000     0.012000 1
2455793.608600     3.657000     0.012000 1
2455793.614000     3.643000     0.012000 1
2455793.621400     3.641000     0.012000 1
2455793.625200     3.639000     0.012000 1
2455795.603300     3.639000     0.012000 1
2455795.608600     3.655000     0.012000 1
2455795.614200     3.642000     0.012000 1
2455795.618100     3.636000     0.012000 1
2455796.608400     3.643000     0.012000 1
2455796.612800     3.653000     0.012000 1
2455796.617500     3.648000     0.012000 1
2455796.623900     3.643000     0.012000 1
2455797.613600     3.642000     0.012000 1
2455797.618800     3.646000     0.012000 1
2455797.625200     3.627000     0.012000 1
2455797.628200     3.622000     0.012000 1
2455798.592500     3.661000     0.012000 1
2455798.597100     3.636000     0.012000 1
2455798.601900     3.646000     0.012000 1
2455799.511400     3.721000     0.012000 1
2455799.516400     3.730000     0.012000 1
2455799.522800     3.717000     0.012000 1
2455799.528500     3.707000     0.012000 1
2455799.534000     3.708000     0.012000 1
2455799.540700     3.681000     0.012000 1
2455799.548300     3.723000     0.012000 1
2455799.554200     3.712000     0.012000 1
2455799.559500     3.712000     0.012000 1
2455799.568000     3.681000     0.012000 1
2455799.572900     3.677000     0.012000 1
2455799.578300     3.658000     0.012000 1
2455799.583300     3.633000     0.012000 1
2455799.589100     3.653000     0.012000 1
2455799.594300     3.648000     0.012000 1
2455799.599200     3.682000     0.012000 1
2455799.604600     3.657000     0.012000 1
2455799.610700     3.626000     0.012000 1
2455799.616300     3.637000     0.012000 1
2455799.621700     3.641000     0.012000 1
2455799.627000     3.628000     0.012000 1
2455800.548900     3.649000     0.012000 1
2455800.553900     3.638000     0.012000 1
2455800.559000     3.635000     0.012000 1
2455800.564200     3.635000     0.012000 1
2455800.568000     3.642000     0.012000 1
2455800.615100     3.648000     0.012000 1
2455800.620100     3.638000     0.012000 1
2455800.623900     3.654000     0.012000 1
2455801.580000     3.648000     0.012000 1
2455801.585400     3.647000     0.012000 1
2455801.593000     3.647000     0.012000 1
2455802.532700     3.652000     0.012000 1
2455802.541400     3.659000     0.012000 1
2455802.547000     3.652000     0.012000 1
2455802.552100     3.668000     0.012000 1
2455802.599000     3.646000     0.012000 1
2455802.604300     3.642000     0.012000 1
2455802.609400     3.656000     0.012000 1
2455802.614800     3.648000     0.012000 1
2455802.620200     3.649000     0.012000 1
2455802.626200     3.646000     0.012000 1
2455802.629600     3.647000     0.012000 1
2455803.528700     3.646000     0.012000 1
2455803.536800     3.647000     0.012000 1
2455803.542600     3.647000     0.012000 1
2455803.548700     3.652000     0.012000 1
2455803.555800     3.645000     0.012000 1
2455803.561500     3.646000     0.012000 1
2455803.573800     3.652000     0.012000 1
2455803.579100     3.652000     0.012000 1
2455803.584700     3.648000     0.012000 1
