# JD & mag & sigma & dataset
2446324.576500     3.758000     0.009000 1
2446324.607100     3.753000     0.009000 1
2446324.640400     3.731000     0.009000 1
2454116.249300     3.724000     0.009000 1
2454116.253700     3.733000     0.009000 1
2454116.259400     3.729000     0.009000 1
2454116.263300     3.727000     0.009000 1
2454116.266800     3.736000     0.009000 1
2454116.270400     3.727000     0.009000 1
2454116.274200     3.737000     0.009000 1
2454116.276700     3.743000     0.009000 1
2454116.293500     3.732000     0.009000 1
2454116.297400     3.723000     0.009000 1
2454116.299900     3.727000     0.009000 1
2454116.359500     3.764000     0.009000 1
2454116.360900     3.759000     0.009000 1
2454116.366200     3.769000     0.009000 1
2454116.369800     3.773000     0.009000 1
2454116.373400     3.777000     0.009000 1
2454116.377200     3.789000     0.009000 1
2454116.409200     3.804000     0.009000 1
2454116.413500     3.807000     0.009000 1
2454116.417200     3.801000     0.009000 1
2454116.420800     3.807000     0.009000 1
2454116.423300     3.804000     0.009000 1
2454128.312000     3.735000     0.009000 1
2454128.317200     3.727000     0.009000 1
2454128.322700     3.745000     0.009000 1
2454131.321800     3.746000     0.009000 1
2454131.326300     3.729000     0.009000 1
2454131.329200     3.728000     0.009000 1
2454132.324400     3.734000     0.009000 1
2454132.329900     3.745000     0.009000 1
2454132.334500     3.726000     0.009000 1
2454134.277800     3.801000     0.009000 1
2454134.281900     3.792000     0.009000 1
2454134.284900     3.798000     0.009000 1
2454134.310700     3.809000     0.009000 1
2454134.315100     3.811000     0.009000 1
2454134.318000     3.805000     0.009000 1
2454134.355100     3.786000     0.009000 1
2454134.359400     3.803000     0.009000 1
2454134.362400     3.794000     0.009000 1
2454134.398100     3.736000     0.009000 1
2454134.399300     3.739000     0.009000 1
2454468.336400     3.758000     0.009000 1
2454468.341500     3.741000     0.009000 1
2454468.344200     3.756000     0.009000 1
2454474.336500     3.728000     0.009000 1
2454474.340400     3.731000     0.009000 1
2454474.344300     3.733000     0.009000 1
2454492.291300     3.732000     0.009000 1
2454492.295300     3.737000     0.009000 1
2454492.296400     3.734000     0.009000 1
2454492.299200     3.746000     0.009000 1
2454720.560500     3.727000     0.009000 1
2454720.564400     3.734000     0.009000 1
2454720.567000     3.725000     0.009000 1
2454862.308900     3.729000     0.009000 1
2454862.312700     3.738000     0.009000 1
2454862.315200     3.745000     0.009000 1
2455545.355700     3.724000     0.009000 1
2455545.359300     3.725000     0.009000 1
2455545.361800     3.726000     0.009000 1
2455569.309400     3.736000     0.008000 2
2455569.316500     3.732000     0.008000 2
2455569.322800     3.747000     0.008000 2
2455570.303800     3.751000     0.008000 2
2455570.310500     3.734000     0.008000 2
2455570.316700     3.740000     0.008000 2
2455573.301000     3.740000     0.008000 2
2455573.307100     3.736000     0.008000 2
2455573.313300     3.737000     0.008000 2
2455574.246400     3.756000     0.009000 1
2455574.250000     3.756000     0.009000 1
2455574.252800     3.766000     0.009000 1
2455574.276700     3.791000     0.009000 1
2455574.280800     3.785000     0.009000 1
2455574.283300     3.794000     0.009000 1
2455574.292700     3.800000     0.009000 1
2455574.296300     3.807000     0.009000 1
2455574.300000     3.807000     0.009000 1
2455574.302700     3.817000     0.008000 2
2455574.303700     3.808000     0.009000 1
2455574.307200     3.813000     0.009000 1
2455574.309400     3.820000     0.008000 2
2455574.310800     3.819000     0.009000 1
2455574.314600     3.827000     0.009000 1
2455574.315300     3.835000     0.008000 2
2455574.318300     3.814000     0.009000 1
2455574.321000     3.822000     0.008000 2
2455574.322300     3.824000     0.009000 1
2455574.327600     3.828000     0.009000 1
2455574.331400     3.824000     0.009000 1
2455574.335300     3.832000     0.009000 1
2455574.339000     3.820000     0.009000 1
2455574.342700     3.830000     0.009000 1
2455574.346700     3.826000     0.009000 1
2455574.357600     3.825000     0.009000 1
2455574.360200     3.836000     0.009000 1
2455574.363900     3.822000     0.009000 1
2455574.367500     3.813000     0.009000 1
2455574.370000     3.816000     0.009000 1
2455574.373700     3.797000     0.009000 1
2455574.380700     3.811000     0.009000 1
2455574.383000     3.835000     0.008000 2
2455574.388800     3.780000     0.008000 2
2455574.389000     3.793000     0.009000 1
2455574.391400     3.793000     0.009000 1
2455574.395100     3.794000     0.009000 1
2455574.398800     3.787000     0.009000 1
2455574.403100     3.788000     0.009000 1
2455574.407300     3.783000     0.009000 1
2455574.411600     3.784000     0.009000 1
2455574.415700     3.780000     0.009000 1
2455574.419800     3.768000     0.009000 1
2455574.423600     3.771000     0.009000 1
2455574.426400     3.763000     0.009000 1
2455575.313400     3.740000     0.008000 2
2455575.321800     3.738000     0.008000 2
2455576.303300     3.746000     0.008000 2
2455576.309100     3.739000     0.008000 2
2455576.315000     3.743000     0.008000 2
2455577.302300     3.749000     0.008000 2
2455577.308100     3.740000     0.008000 2
2455577.314000     3.740000     0.008000 2
2455578.321700     3.729000     0.009000 1
2455578.325500     3.725000     0.009000 1
2455578.327900     3.720000     0.009000 1
2455579.344400     3.748000     0.008000 2
2455579.351500     3.721000     0.008000 2
2455579.358400     3.738000     0.008000 2
2455586.301700     3.715000     0.009000 1
2455586.305500     3.712000     0.009000 1
2455586.307900     3.729000     0.009000 1
2455594.314200     3.722000     0.009000 1
2455594.317800     3.715000     0.009000 1
2455594.320300     3.717000     0.009000 1
2455596.308900     3.727000     0.009000 1
2455596.313100     3.710000     0.009000 1
2455596.317200     3.718000     0.009000 1
2455597.261700     3.728000     0.009000 1
2455597.265500     3.733000     0.009000 1
2455597.268000     3.727000     0.009000 1
2455599.246700     3.738000     0.009000 1
2455599.250800     3.732000     0.009000 1
2455599.254400     3.734000     0.009000 1
2455599.258200     3.737000     0.009000 1
2455599.261800     3.744000     0.009000 1
2455599.265400     3.744000     0.009000 1
2455599.269300     3.751000     0.009000 1
2455599.272800     3.735000     0.009000 1
2455599.276700     3.757000     0.009000 1
2455599.280700     3.772000     0.009000 1
2455599.284300     3.754000     0.009000 1
2455599.287800     3.756000     0.009000 1
2455599.296600     3.751000     0.009000 1
2455599.300300     3.755000     0.009000 1
2455599.305900     3.774000     0.009000 1
2455599.311000     3.767000     0.009000 1
2455599.314700     3.774000     0.009000 1
2455599.318400     3.777000     0.009000 1
2455599.326100     3.803000     0.009000 1
2455599.331100     3.818000     0.009000 1
2455599.333600     3.776000     0.009000 1
2455645.259100     3.730000     0.009000 1
2455645.261800     3.744000     0.009000 1
2455785.576100     3.716000     0.009000 1
2455785.583100     3.716000     0.009000 1
2455785.591300     3.728000     0.009000 1
2455785.599900     3.733000     0.009000 1
2455785.605700     3.739000     0.009000 1
2455785.613800     3.730000     0.009000 1
2455785.619500     3.724000     0.009000 1
2455785.623000     3.739000     0.009000 1
2455789.590300     3.733000     0.009000 1
2455789.595900     3.720000     0.009000 1
2455789.602600     3.722000     0.009000 1
2455789.607600     3.723000     0.009000 1
2455789.610700     3.726000     0.009000 1
2455790.602100     3.735000     0.009000 1
2455790.607400     3.736000     0.009000 1
2455790.612900     3.728000     0.009000 1
2455790.616300     3.741000     0.009000 1
2455791.589000     3.735000     0.009000 1
2455791.593800     3.728000     0.009000 1
2455791.597300     3.730000     0.009000 1
2455793.607200     3.739000     0.009000 1
2455793.608600     3.744000     0.009000 1
2455793.614000     3.730000     0.009000 1
2455793.621400     3.727000     0.009000 1
2455793.625200     3.723000     0.009000 1
2455795.603300     3.732000     0.009000 1
2455795.608600     3.736000     0.009000 1
2455795.614200     3.734000     0.009000 1
2455795.618100     3.732000     0.009000 1
2455796.608400     3.737000     0.009000 1
2455796.612800     3.732000     0.009000 1
2455796.617500     3.739000     0.009000 1
2455796.623900     3.733000     0.009000 1
2455797.613600     3.732000     0.009000 1
2455797.618800     3.738000     0.009000 1
2455797.625200     3.731000     0.009000 1
2455797.628200     3.718000     0.009000 1
2455798.592500     3.743000     0.009000 1
2455798.597100     3.721000     0.009000 1
2455798.601900     3.730000     0.009000 1
2455799.511400     3.817000     0.009000 1
2455799.516400     3.821000     0.009000 1
2455799.522800     3.809000     0.009000 1
2455799.528500     3.811000     0.009000 1
2455799.534000     3.805000     0.009000 1
2455799.540700     3.770000     0.009000 1
2455799.548300     3.812000     0.009000 1
2455799.554200     3.796000     0.009000 1
2455799.559500     3.805000     0.009000 1
2455799.568000     3.775000     0.009000 1
2455799.572900     3.763000     0.009000 1
2455799.578300     3.764000     0.009000 1
2455799.583300     3.732000     0.009000 1
2455799.589100     3.761000     0.009000 1
2455799.594300     3.734000     0.009000 1
2455799.599200     3.764000     0.009000 1
2455799.604600     3.750000     0.009000 1
2455799.610700     3.725000     0.009000 1
2455799.616300     3.729000     0.009000 1
2455799.621700     3.742000     0.009000 1
2455799.627000     3.716000     0.009000 1
2455800.548900     3.729000     0.009000 1
2455800.553900     3.720000     0.009000 1
2455800.559000     3.724000     0.009000 1
2455800.564200     3.727000     0.009000 1
2455800.568000     3.710000     0.009000 1
2455800.615100     3.745000     0.009000 1
2455800.620100     3.725000     0.009000 1
2455800.623900     3.733000     0.009000 1
2455801.580000     3.746000     0.009000 1
2455801.585400     3.727000     0.009000 1
2455801.593000     3.729000     0.009000 1
2455802.532700     3.728000     0.009000 1
2455802.541400     3.743000     0.009000 1
2455802.547000     3.737000     0.009000 1
2455802.552100     3.747000     0.009000 1
2455802.599000     3.731000     0.009000 1
2455802.604300     3.723000     0.009000 1
2455802.609400     3.743000     0.009000 1
2455802.614800     3.738000     0.009000 1
2455802.620200     3.725000     0.009000 1
2455802.626200     3.734000     0.009000 1
2455802.629600     3.736000     0.009000 1
2455803.528700     3.732000     0.009000 1
2455803.536800     3.724000     0.009000 1
2455803.542600     3.735000     0.009000 1
2455803.548700     3.737000     0.009000 1
2455803.555800     3.733000     0.009000 1
2455803.561500     3.729000     0.009000 1
2455803.573800     3.741000     0.009000 1
2455803.579100     3.731000     0.009000 1
2455803.584700     3.731000     0.009000 1
2455803.590400     3.732000     0.009000 1
2455803.595900     3.734000     0.009000 1
2455803.601500     3.735000     0.009000 1
2455803.607300     3.736000     0.009000 1
2455803.612700     3.734000     0.009000 1
2455803.618000     3.724000     0.009000 1
2455803.623400     3.728000     0.009000 1
2455803.631700     3.737000     0.009000 1
2455804.589800     3.723000     0.009000 1
2455804.595100     3.732000     0.009000 1
2455804.600900     3.726000     0.009000 1
2455805.522100     3.732000     0.009000 1
2455805.527200     3.729000     0.009000 1
2455805.532400     3.731000     0.009000 1
2455805.537500     3.729000     0.009000 1
2455805.542400     3.739000     0.009000 1
2455805.594700     3.734000     0.009000 1
2455805.599800     3.735000     0.009000 1
2455805.606000     3.732000     0.009000 1
2455805.611700     3.739000     0.009000 1
2455805.616600     3.738000     0.009000 1
2455805.621300     3.733000     0.009000 1
2455805.626400     3.737000     0.009000 1
2455805.629900     3.734000     0.009000 1
2455848.436900     3.725000     0.009000 1
2455848.442600     3.745000     0.009000 1
2455848.447300     3.709000     0.009000 1
2455848.618200     3.733000     0.009000 1
2455848.622900     3.744000     0.009000 1
2455848.627300     3.733000     0.009000 1
2455849.415600     3.757000     0.009000 1
2455849.420500     3.780000     0.009000 1
2455849.425700     3.785000     0.009000 1
2455849.430400     3.799000     0.009000 1
2455849.435300     3.783000     0.009000 1
2455849.442000     3.797000     0.009000 1
2455849.446400     3.792000     0.009000 1
2455849.450900     3.807000     0.009000 1
2455849.455600     3.808000     0.009000 1
2455849.460500     3.813000     0.009000 1
2455849.465100     3.782000     0.009000 1
2455849.469800     3.796000     0.009000 1
2455849.479000     3.830000     0.009000 1
2455849.484800     3.813000     0.009000 1
2455849.489200     3.806000     0.009000 1
2455849.493600     3.819000     0.009000 1
2455849.498100     3.812000     0.009000 1
2455849.505700     3.850000     0.009000 1
2455849.520800     3.792000     0.009000 1
2455849.527500     3.821000     0.009000 1
2455849.544500     3.808000     0.009000 1
2455849.549000     3.802000     0.009000 1
2455849.554600     3.790000     0.009000 1
2455849.559500     3.803000     0.009000 1
2455849.563900     3.771000     0.009000 1
2455849.568600     3.795000     0.009000 1
2455849.573300     3.764000     0.009000 1
2455849.578200     3.787000     0.009000 1
2455849.583200     3.767000     0.009000 1
2455849.589100     3.772000     0.009000 1
2455849.604100     3.753000     0.009000 1
2455849.608900     3.743000     0.009000 1
2455849.614000     3.780000     0.009000 1
2455849.620600     3.759000     0.009000 1
2455849.625300     3.758000     0.009000 1
2455849.631500     3.726000     0.009000 1
2455849.638300     3.730000     0.009000 1
2455849.644600     3.758000     0.009000 1
2455850.370300     3.720000     0.009000 1
2455850.374800     3.727000     0.009000 1
2455850.379900     3.742000     0.009000 1
2455850.474700     3.728000     0.009000 1
2455850.479000     3.752000     0.009000 1
2455850.483200     3.737000     0.009000 1
2455850.530200     3.735000     0.009000 1
2455850.534400     3.723000     0.009000 1
2455850.538600     3.729000     0.009000 1
2455851.404900     3.725000     0.009000 1
2455851.409300     3.727000     0.009000 1
2455851.414500     3.725000     0.009000 1
2455851.499300     3.733000     0.009000 1
2455851.503700     3.722000     0.009000 1
2455851.508100     3.736000     0.009000 1
2455851.567900     3.736000     0.009000 1
2455851.572000     3.735000     0.009000 1
2455851.576000     3.734000     0.009000 1
2455851.652700     3.723000     0.009000 1
2455851.657300     3.730000     0.009000 1
2455851.662200     3.736000     0.009000 1
2455852.377400     3.743000     0.009000 1
2455852.382000     3.727000     0.009000 1
2455852.387000     3.738000     0.009000 1
2455852.430800     3.723000     0.009000 1
2455852.434900     3.733000     0.009000 1
2455852.439000     3.732000     0.009000 1
2455852.466300     3.732000     0.009000 1
2455852.470500     3.729000     0.009000 1
2455852.475000     3.732000     0.009000 1
2455853.368000     3.738000     0.009000 1
2455853.372200     3.734000     0.009000 1
2455853.376500     3.740000     0.009000 1
2455853.420100     3.736000     0.009000 1
2455853.424100     3.733000     0.009000 1
2455853.428200     3.724000     0.009000 1
2455853.453000     3.732000     0.009000 1
2455853.457000     3.728000     0.009000 1
2455853.461000     3.727000     0.009000 1
2455853.492100     3.734000     0.009000 1
2455853.496100     3.734000     0.009000 1
2455853.500300     3.732000     0.009000 1
2455854.493300     3.711000     0.009000 1
2455854.497600     3.734000     0.009000 1
2455854.501900     3.739000     0.009000 1
2455858.446400     3.735000     0.009000 1
2455858.450900     3.728000     0.009000 1
2455858.455200     3.728000     0.009000 1
2455858.489400     3.735000     0.009000 1
2455858.493800     3.730000     0.009000 1
2455858.578500     3.732000     0.009000 1
