# JD & mag & sigma & dataset
2455858.583000     3.736000     0.009000 1
2455878.417600     3.724000     0.009000 1
2455878.422100     3.728000     0.009000 1
2455878.425000     3.727000     0.009000 1
2455879.376400     3.736000     0.009000 1
2455879.381100     3.726000     0.009000 1
2455879.383800     3.733000     0.009000 1
2455881.457600     3.731000     0.009000 1
2455881.461800     3.723000     0.009000 1
2455881.466000     3.725000     0.009000 1
2455881.470100     3.730000     0.009000 1
2455881.474700     3.727000     0.009000 1
2455881.478900     3.738000     0.009000 1
2455881.483100     3.728000     0.009000 1
2455881.487400     3.734000     0.009000 1
2455881.492500     3.736000     0.009000 1
2455881.496200     3.731000     0.009000 1
2455881.500500     3.730000     0.009000 1
2455881.504800     3.726000     0.009000 1
2455881.512700     3.731000     0.009000 1
2455881.516900     3.735000     0.009000 1
2455881.521200     3.728000     0.009000 1
2455881.525500     3.732000     0.009000 1
2455881.529500     3.728000     0.009000 1
2455881.534000     3.730000     0.009000 1
2455881.538400     3.739000     0.009000 1
2455881.542900     3.746000     0.009000 1
2455881.545700     3.743000     0.009000 1
2455881.549900     3.739000     0.009000 1
2455881.554700     3.749000     0.009000 1
2455881.559000     3.760000     0.009000 1
2455881.563300     3.756000     0.009000 1
2455881.567700     3.756000     0.009000 1
2455881.571900     3.764000     0.009000 1
2455881.576200     3.772000     0.009000 1
2455881.580300     3.768000     0.009000 1
2455881.584700     3.779000     0.009000 1
2455881.589100     3.781000     0.009000 1
2455881.593500     3.799000     0.009000 1
2455881.598100     3.807000     0.009000 1
2455881.602800     3.811000     0.009000 1
2455881.607400     3.805000     0.009000 1
2455881.612000     3.810000     0.009000 1
2455881.616600     3.817000     0.009000 1
2455881.621500     3.830000     0.009000 1
2455881.626800     3.829000     0.009000 1
2455881.631600     3.818000     0.009000 1
2455881.636400     3.798000     0.009000 1
2455881.637700     3.810000     0.009000 1
2455881.642600     3.824000     0.009000 1
2455883.314900     3.738000     0.009000 1
2455883.319900     3.725000     0.009000 1
2455883.323100     3.729000     0.009000 1
2455883.938300     3.728000     0.008000 3
2455883.940200     3.737000     0.008000 3
2455883.942200     3.719000     0.008000 3
2455883.944100     3.729000     0.008000 3
2455888.926700     3.723000     0.008000 3
2455888.928600     3.732000     0.008000 3
2455888.930500     3.728000     0.008000 3
2455888.932500     3.729000     0.008000 3
2455893.911100     3.732000     0.008000 3
2455893.913000     3.730000     0.008000 3
2455893.915000     3.720000     0.008000 3
2455893.916900     3.733000     0.008000 3
2455900.891100     3.723000     0.008000 3
2455911.859900     3.738000     0.008000 3
2455911.861800     3.724000     0.008000 3
2455911.863700     3.725000     0.008000 3
2455911.865600     3.730000     0.008000 3
2455921.831200     3.721000     0.008000 3
2455921.833100     3.729000     0.008000 3
2455921.835000     3.725000     0.008000 3
2455921.836900     3.726000     0.008000 3
2455922.811100     3.726000     0.008000 3
2455922.813000     3.725000     0.008000 3
2455922.815000     3.728000     0.008000 3
2455922.816900     3.725000     0.008000 3
2455924.823700     3.721000     0.008000 3
2455924.825700     3.732000     0.008000 3
2455924.827600     3.730000     0.008000 3
2455924.829500     3.716000     0.008000 3
2455925.819300     3.734000     0.008000 3
2455925.821200     3.736000     0.008000 3
2455925.823100     3.724000     0.008000 3
2455925.825100     3.731000     0.008000 3
2455926.801400     3.731000     0.008000 3
2455926.803300     3.732000     0.008000 3
2455926.805200     3.724000     0.008000 3
2455926.807100     3.730000     0.008000 3
2455927.811900     3.707000     0.008000 3
2455927.813800     3.727000     0.008000 3
2455927.815700     3.733000     0.008000 3
2455927.817600     3.728000     0.008000 3
2455938.338200     3.725000     0.009000 1
2455938.344200     3.719000     0.009000 1
2455938.354100     3.724000     0.009000 1
2455942.279000     3.738000     0.009000 1
2455942.283200     3.727000     0.009000 1
2455942.287300     3.733000     0.009000 1
2455942.300700     3.725000     0.009000 1
2455942.305000     3.729000     0.009000 1
2455942.310600     3.729000     0.009000 1
2455942.331000     3.740000     0.009000 1
2455942.337900     3.747000     0.009000 1
2455942.342300     3.754000     0.009000 1
2455942.346700     3.760000     0.009000 1
2455942.347900     3.759000     0.009000 1
2455942.353500     3.759000     0.009000 1
2455942.357800     3.765000     0.009000 1
2455942.363300     3.772000     0.009000 1
2455942.370200     3.783000     0.009000 1
2455942.375600     3.782000     0.009000 1
2455942.381300     3.791000     0.009000 1
2455942.387000     3.794000     0.009000 1
2455942.392900     3.804000     0.009000 1
2455942.399700     3.807000     0.009000 1
2455942.404500     3.805000     0.009000 1
2455942.409200     3.807000     0.009000 1
2455942.417200     3.823000     0.009000 1
2455942.421200     3.813000     0.009000 1
2455942.428400     3.832000     0.009000 1
2455942.434000     3.814000     0.009000 1
2455943.321500     3.729000     0.009000 1
2455943.325700     3.729000     0.009000 1
2455943.328500     3.727000     0.009000 1
2455944.738900     3.729000     0.008000 3
2455944.740800     3.725000     0.008000 3
2455944.742800     3.737000     0.008000 3
2455944.744700     3.734000     0.008000 3
2455945.321000     3.731000     0.009000 1
2455945.325300     3.726000     0.009000 1
2455945.328100     3.726000     0.009000 1
2455946.735200     3.723000     0.008000 3
2455946.737100     3.724000     0.008000 3
2455946.739000     3.726000     0.008000 3
2455946.740900     3.724000     0.008000 3
2455947.742900     3.728000     0.008000 3
2455947.744900     3.729000     0.008000 3
2455947.746800     3.731000     0.008000 3
2455947.748700     3.721000     0.008000 3
2455952.618700     3.728000     0.008000 3
2455952.620600     3.732000     0.008000 3
2455952.622600     3.726000     0.008000 3
2455952.624500     3.728000     0.008000 3
2455952.632500     3.725000     0.008000 3
2455952.634400     3.726000     0.008000 3
2455952.636400     3.729000     0.008000 3
2455952.638300     3.723000     0.008000 3
2455952.646300     3.731000     0.008000 3
2455952.648200     3.730000     0.008000 3
2455952.650200     3.731000     0.008000 3
2455952.652100     3.725000     0.008000 3
2455952.660100     3.730000     0.008000 3
2455952.662000     3.731000     0.008000 3
2455952.663900     3.729000     0.008000 3
2455952.673900     3.730000     0.008000 3
2455952.675800     3.728000     0.008000 3
2455952.677700     3.729000     0.008000 3
2455952.679600     3.725000     0.008000 3
2455952.687600     3.725000     0.008000 3
2455952.689600     3.728000     0.008000 3
2455952.691500     3.715000     0.008000 3
2455952.693400     3.723000     0.008000 3
2455952.701400     3.722000     0.008000 3
2455952.705200     3.728000     0.008000 3
2455952.715200     3.714000     0.008000 3
2455952.719000     3.709000     0.008000 3
2455952.728900     3.727000     0.008000 3
2455952.730900     3.718000     0.008000 3
2455952.732800     3.728000     0.008000 3
2455952.742800     3.725000     0.008000 3
2455952.744700     3.727000     0.008000 3
2455952.746600     3.719000     0.008000 3
2455952.748500     3.719000     0.008000 3
2455956.579900     3.727000     0.008000 3
2455956.581900     3.720000     0.008000 3
2455956.583700     3.731000     0.008000 3
2455956.585700     3.734000     0.008000 3
2455956.593700     3.730000     0.008000 3
2455956.595600     3.732000     0.008000 3
2455956.597500     3.728000     0.008000 3
2455956.599400     3.731000     0.008000 3
2455956.607400     3.738000     0.008000 3
2455956.609300     3.732000     0.008000 3
2455956.611200     3.745000     0.008000 3
2455956.613200     3.745000     0.008000 3
2455956.621200     3.745000     0.008000 3
2455956.623100     3.749000     0.008000 3
2455956.625000     3.750000     0.008000 3
2455956.626900     3.751000     0.008000 3
2455956.634900     3.754000     0.008000 3
2455956.636900     3.756000     0.008000 3
2455956.638800     3.758000     0.008000 3
2455956.640700     3.759000     0.008000 3
2455956.648700     3.771000     0.008000 3
2455956.650600     3.780000     0.008000 3
2455956.652500     3.778000     0.008000 3
2455956.654500     3.780000     0.008000 3
2455956.662600     3.787000     0.008000 3
2455956.664500     3.785000     0.008000 3
2455956.666400     3.789000     0.008000 3
2455956.668300     3.789000     0.008000 3
2455956.676400     3.799000     0.008000 3
2455956.678300     3.802000     0.008000 3
2455956.680200     3.804000     0.008000 3
2455956.682100     3.804000     0.008000 3
2455956.690100     3.808000     0.008000 3
2455956.692100     3.808000     0.008000 3
2455956.694000     3.808000     0.008000 3
2455956.695900     3.808000     0.008000 3
2455956.703900     3.815000     0.008000 3
2455956.705800     3.813000     0.008000 3
2455956.707800     3.812000     0.008000 3
2455956.709700     3.817000     0.008000 3
2455956.717800     3.821000     0.008000 3
2455956.719700     3.817000     0.008000 3
2455956.721600     3.824000     0.008000 3
2455956.723600     3.815000     0.008000 3
2455956.745400     3.830000     0.008000 3
2455956.747300     3.809000     0.008000 3
2455956.749200     3.815000     0.008000 3
2455956.751200     3.805000     0.008000 3
2456520.588000     3.730000     0.009000 1
2456520.595900     3.742000     0.009000 1
2456520.602500     3.726000     0.009000 1
2456520.607100     3.724000     0.009000 1
2456527.569300     3.730000     0.009000 1
2456527.581000     3.727000     0.009000 1
2456527.587800     3.734000     0.009000 1
2456527.595600     3.734000     0.009000 1
2456527.600400     3.740000     0.009000 1
2456882.611800     3.729000     0.009000 1
2456882.621600     3.719000     0.009000 1
2456882.628500     3.718000     0.009000 1
