2449300.708700    -94.156100      2.000000  1993.856612  RV/ddo_hg.comp01.dat
2449333.640600     98.187700      2.000000  1993.946776  RV/ddo_hg.comp01.dat
2449580.809600    -89.844700      2.000000  1994.623502  RV/ddo_hg.comp01.dat
2449586.865400   -104.355000      2.000000  1994.640083  RV/ddo_hg.comp01.dat
2449587.871400    -99.386600      2.000000  1994.642837  RV/ddo_hg.comp01.dat
2449588.843900    -39.012400      4.385800  1994.645500  RV/ddo_hg.comp01.dat
2449594.838700   -102.017200      2.000000  1994.661913  RV/ddo_hg.comp01.dat
2449604.900700     69.824600      2.000000  1994.689462  RV/ddo_hg.comp01.dat
2449627.793900     57.572700      2.502500  1994.752141  RV/ddo_hg.comp01.dat
2449628.740100     -6.927800      2.000000  1994.754732  RV/ddo_hg.comp01.dat
2449636.656900    -33.410300      2.000000  1994.776407  RV/ddo_hg.comp01.dat
2449637.745900    -37.020300      2.000000  1994.779389  RV/ddo_hg.comp01.dat
2449638.743700     17.653000      3.183200  1994.782121  RV/ddo_hg.comp01.dat
2449649.820700     40.896600      3.515100  1994.812449  RV/ddo_hg.comp01.dat
2449667.842400     51.497800      4.116300  1994.861790  RV/ddo_hg.comp01.dat
2449672.565400    -45.299800      2.000000  1994.874721  RV/ddo_hg.comp01.dat
2449673.610300    -43.872100      2.000000  1994.877582  RV/ddo_hg.comp01.dat
2449678.872900    -14.810200      2.000000  1994.891991  RV/ddo_hg.comp01.dat
2449679.507300    -48.113200      2.000000  1994.893728  RV/ddo_hg.comp01.dat
2449679.516600    -49.942000      2.000000  1994.893753  RV/ddo_hg.comp01.dat
2449694.700300    -84.893300      2.000000  1994.935325  RV/ddo_hg.comp01.dat
2449698.710300     71.126900      2.000000  1994.946304  RV/ddo_hg.comp01.dat
2449725.502300     29.308700      2.000000  1995.019658  RV/ddo_hg.comp01.dat
2449727.520100     41.983900      2.000000  1995.025182  RV/ddo_hg.comp01.dat
2449763.609100     35.194700      2.000000  1995.123991  RV/ddo_hg.comp01.dat
2449766.520500    -65.406600      2.000000  1995.131962  RV/ddo_hg.comp01.dat
2450519.535800    137.305000      2.000000  1997.193650  RV/ddo_hg.comp01.dat
2451863.559105     97.490500      3.432400  2000.873463  RV/elodie_hb.comp01.dat
2451863.559105     97.677100      2.615700  2000.873463  RV/elodie_ha.comp01.dat
2451863.559105     98.812100      2.699800  2000.873463  RV/elodie_hg.comp01.dat
2451960.253470    -46.355500      2.000000  2001.138204  RV/elodie_hg.comp01.dat
